"SAMPLE_NUMBER","LOGIN_DATE","ANALYSIS","ASSIGNED_OPERATOR","SAMPLING_POINT","REPORTED_NAME","REPORTED_UNITS","ENTRY"
"6421125","23/07/2014 03:30:36 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","503.5477732"
"6454739","04/08/2014 02:22:03 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","433.76511727"
"6383228","09/07/2014 01:29:06 PM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","429.09172604"
"6388840","11/07/2014 08:51:23 AM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","466"
"6413087","21/07/2014 09:25:27 AM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","541"
"6459872","06/08/2014 08:59:20 AM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","494.17687828"
"6435595","29/07/2014 07:09:10 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","507"
"6488122","15/08/2014 06:58:53 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","506.02427894"
"6393890","14/07/2014 07:05:55 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","475"
"6473191","11/08/2014 06:35:17 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","480"
"6503958","20/08/2014 08:06:05 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","422"
"6501176","19/08/2014 12:27:22 PM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","403"
"6495243","17/08/2014 02:38:14 PM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","480"
"7063823","06/02/2015 10:38:06 AM","VITD010494","VTALLO","IRM001A","Vitamin D","IU_P_100G","507"
"7072436","09/02/2015 03:15:35 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","417.31682712"
"7080509","11/02/2015 02:27:36 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","488.57686867"
"6853272","01/12/2014 10:22:49 AM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","383.6350721"
"6816696","20/11/2014 11:35:33 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","488"
"6816716","20/11/2014 11:37:42 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","466"
"6792653","13/11/2014 01:16:32 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","473.52266516"
"6813438","19/11/2014 03:39:59 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","453"
"6834825","25/11/2014 05:41:10 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","420.89229626"
"6799569","15/11/2014 11:57:04 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","472.3506763"
"6806905","18/11/2014 10:09:59 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","443.88354578"
"6842030","27/11/2014 11:56:23 AM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","421.10838942"
"6801897","17/11/2014 07:11:19 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","533.11074648"
"6826010","23/11/2014 07:22:26 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","387.39829449"
"6831230","25/11/2014 07:26:34 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","529.41814534"
"6663487","07/10/2014 03:34:55 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","480"
"6687334","14/10/2014 01:31:26 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","449"
"6700178","17/10/2014 01:28:01 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","466"
"6670362","09/10/2014 12:04:29 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","449"
"6706726","20/10/2014 08:05:45 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","483"
"6695276","16/10/2014 10:31:37 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","432"
"6683539","13/10/2014 02:29:21 PM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","478"
"6673464","10/10/2014 06:45:09 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","477"
"6711176","21/10/2014 10:05:47 AM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","489"
"6582972","12/09/2014 03:34:32 PM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","506"
"6593607","16/09/2014 03:16:27 PM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","488"
"6590228","15/09/2014 04:43:28 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","427"
"6655072","04/10/2014 08:54:52 AM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","385"
"6624280","25/09/2014 01:14:27 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","482"
"6630385","26/09/2014 04:35:06 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","476"
"6596955","17/09/2014 01:23:53 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","489"
"6615458","23/09/2014 11:59:01 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","591"
"6603030","19/09/2014 07:52:27 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","476"
"6660762","07/10/2014 06:57:05 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","433"
"6639673","30/09/2014 11:35:16 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","485"
"6662030","07/10/2014 11:17:15 AM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","466"
"6648284","02/10/2014 01:27:12 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","460"
"6643996","01/10/2014 12:51:28 PM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","471"
"6634881","29/09/2014 07:56:45 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","457"
"6608976","21/09/2014 07:18:20 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","439"
"6858596","02/12/2014 12:33:23 PM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","416.36084129"
"6903570","15/12/2014 09:46:27 AM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","426"
"6915110","17/12/2014 05:07:02 PM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","478.35799204"
"6875473","06/12/2014 11:22:03 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","490.31351229"
"6899630","13/12/2014 07:09:52 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","443"
"6883034","09/12/2014 09:58:09 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","438.76040062"
"6863875","03/12/2014 01:38:29 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","444.90724237"
"6869137","04/12/2014 03:22:17 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","401.83174909"
"6878166","08/12/2014 07:13:59 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","481.46863111"
"6891270","11/12/2014 09:12:14 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","460.18960741"
"6901128","13/12/2014 02:11:03 PM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","380.45713761"
"6903399","15/12/2014 09:13:38 AM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","462.81734601"
"6906338","16/12/2014 06:34:26 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","513.90517813"
"5901514","28/01/2014 09:55:36 AM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","475.57787651"
"5905773","29/01/2014 11:59:36 AM","VITD010494","CHUANG","IRM001","Vitamin D","IU_P_100G","401.87909836"
"5905790","29/01/2014 12:01:32 PM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","471.25677623"
"5905791","29/01/2014 12:02:13 PM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","466.68970546"
"5926864","05/02/2014 10:59:09 AM","VITD010494","CHUANG","IRM001","Vitamin D","IU_P_100G","396.11847099"
"5926881","05/02/2014 11:02:40 AM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","438.26941973"
"5955100","14/02/2014 08:35:07 AM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","485.00810334"
"5962202","17/02/2014 11:57:27 AM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","507.48566906"
"5965513","18/02/2014 10:46:32 AM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","472.9054053"
"5903432","28/01/2014 05:27:59 PM","VITD010494","CORD","IRM001","Vitamin D","IU_P_100G","443.50106221"
"5969010","19/02/2014 09:35:43 AM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","417.52023281"
"6263541","29/05/2014 04:33:04 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","437.36364677"
"6303525","12/06/2014 01:57:56 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","510.96772449"
"6236762","21/05/2014 01:17:01 PM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","467.70213448"
"6286655","06/06/2014 10:21:21 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","456.03047811"
"5921789","03/02/2014 07:19:27 PM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","631"
"5931568","06/02/2014 01:09:57 PM","VITD010494","JKUSUMA","IRM001","Vitamin D","IU_P_100G","404.07986747"
"5931574","06/02/2014 01:11:20 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","449.2736853"
"5931605","06/02/2014 01:16:44 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","452.40939602"
"5940961","10/02/2014 01:24:57 PM","VITD010494","JKUSUMA","IRM001","Vitamin D","IU_P_100G","419.55953749"
"5941038","10/02/2014 01:36:00 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","455.98984092"
"6259693","28/05/2014 04:50:15 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","445.58166371"
"6277366","03/06/2014 04:23:13 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","444.01038775"
"5919636","03/02/2014 11:07:04 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","454.40461629"
"5919670","03/02/2014 11:09:34 AM","VITD010494","JTANIWAN","IRM001","Vitamin D","IU_P_100G","464.32176371"
"5923820","04/02/2014 12:23:05 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","499.83069398"
"5923827","04/02/2014 12:24:11 PM","VITD010494","JTANIWAN","IRM001","Vitamin D","IU_P_100G","426.31573248"
"5944021","11/02/2014 11:10:03 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","515.7996373"
"5944025","11/02/2014 11:10:42 AM","VITD010494","JTANIWAN","IRM001","Vitamin D","IU_P_100G","402.25391983"
"5952181","13/02/2014 11:25:55 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","431.31752146"
"5952200","13/02/2014 11:27:51 AM","VITD010494","JTANIWAN","IRM001","Vitamin D","IU_P_100G","392.75446278"
"5973646","20/02/2014 11:51:41 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","485.75682792"
"6254003","27/05/2014 11:15:27 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","528.25950495"
"6294550","10/06/2014 11:17:13 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","435.36127381"
"6312613","16/06/2014 11:07:30 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","427.37226568"
"6316496","17/06/2014 11:51:42 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","435.78623915"
"5910006","30/01/2014 12:40:13 PM","VITD010494","MXU","IRM001","Vitamin D","IU_P_100G","447.08444109"
"6244345","23/05/2014 10:47:29 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","428.6330421"
"6278093","04/06/2014 06:58:59 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","448.07953502"
"6293246","10/06/2014 07:08:25 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","488.77481491"
"6249700","26/05/2014 06:27:57 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","461.03422845"
"6271322","02/06/2014 06:29:06 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","442.76805184"
"6310638","15/06/2014 07:14:18 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","753.15895826"
"6120932","11/04/2014 08:40:54 AM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","430.85037392"
"6355766","30/06/2014 09:47:23 AM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","451.05617465"
"6368382","03/07/2014 02:42:16 PM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","469.42583566"
"6929463","22/12/2014 10:34:34 AM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","412.17355635"
"6944867","29/12/2014 09:50:14 AM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","448.27426903"
"6081730","28/03/2014 01:18:37 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","436.6145348"
"6376516","07/07/2014 01:51:22 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","461.58478686"
"6044611","17/03/2014 09:28:07 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","444.04615398"
"6347200","26/06/2014 01:00:14 PM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","517"
"6358514","01/07/2014 09:21:37 AM","VITD010494","JHOU","IRM001A","Vitamin D","IU_P_100G","430.83893892"
"5992237","26/02/2014 02:52:34 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","466.08192679"
"6115436","09/04/2014 02:55:45 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","479.72859455"
"6339743","24/06/2014 01:22:44 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","424.33980359"
"6336420","23/06/2014 03:34:08 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","455.34251467"
"6107663","07/04/2014 01:37:07 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","444.59432911"
"6053681","19/03/2014 01:29:24 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","464.59980124"
"6330345","20/06/2014 01:22:00 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","455.27463919"
"6326929","19/06/2014 03:14:08 PM","VITD010494","JKUSUMA","IRM001A","Vitamin D","IU_P_100G","443.60371758"
"5983367","24/02/2014 10:07:33 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","415.07124151"
"5986815","25/02/2014 10:42:58 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","436.06906315"
"6942615","27/12/2014 10:50:08 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","442.37614574"
"6956136","02/01/2015 12:50:13 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","463.26502334"
"6026869","11/03/2014 11:03:10 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","428.89324747"
"6035139","13/03/2014 11:42:50 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","471.53979584"
"6078306","27/03/2014 02:08:28 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","438.29126898"
"6090367","01/04/2014 11:59:21 AM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","440.38355015"
"6129307","14/04/2014 12:57:38 PM","VITD010494","JTANIWAN","IRM001A","Vitamin D","IU_P_100G","443.94542301"
"6950658","31/12/2014 07:11:13 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","467"
"6959456","05/01/2015 07:10:20 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","438.26589032"
"6002684","02/03/2014 07:18:36 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","506.5471315"
"6064080","23/03/2014 07:22:32 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","433"
"6105429","06/04/2014 07:19:10 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","411.25897514"
"6127095","13/04/2014 10:47:14 AM","VITD010494","KANPATEL","IRM001A","Vitamin D","IU_P_100G","429.70219483"
"6942536","27/12/2014 10:29:09 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","452.70173912"
"6956846","03/01/2015 06:26:08 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","488.97070123"
"6962931","06/01/2015 10:02:26 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","424.14093694"
"6004090","03/03/2014 08:42:38 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","305.24452559"
"5980488","22/02/2014 08:17:30 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","491.2641468"
"6004110","03/03/2014 08:50:35 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","392.83081721"
"6061148","21/03/2014 12:56:49 PM","VITD010494","HWAIDYARAT","IRM001","Vitamin D","IU_P_100G","424"
"6066301","24/03/2014 12:06:55 PM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","485.15263958"
"6074008","26/03/2014 01:07:28 PM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","429.15261573"
"6086780","31/03/2014 11:09:49 AM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","471.62058374"
"6099087","03/04/2014 01:33:27 PM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","406"
"6004075","03/03/2014 08:41:28 AM","VITD010494","MCHIN","IRM001","Vitamin D","IU_P_100G","370.9590836"
"6930477","22/12/2014 01:21:00 PM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","485"
"6948243","30/12/2014 10:15:49 AM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","453.06108982"
"6959595","05/01/2015 08:15:21 AM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","459.78459961"
"6970210","08/01/2015 08:35:42 AM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","457.26404097"
"6349493","27/06/2014 09:20:02 AM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","466.058771"
"6363905","02/07/2014 12:51:41 PM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","460.86750005"
"6018184","07/03/2014 07:03:12 AM","VITD010494","MCHIN","IRM001A","Vitamin D","IU_P_100G","421.12206395"
"6033620","13/03/2014 07:35:19 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","470.7910919"
"6037893","14/03/2014 09:05:43 AM","VITD010494","MDITIATKOV","IRM001A","Vitamin D","IU_P_100G","480.1952003"
"6374228","06/07/2014 07:38:07 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","451.06237225"
"6927051","21/12/2014 07:03:53 AM","VITD010494","RREDDY","IRM001A","Vitamin D","IU_P_100G","486.69244109"
"5982756","24/02/2014 07:25:15 AM","VITD010494","NCHOI","IRM001","Vitamin D","IU_P_100G","412.71318094"
"5982800","24/02/2014 07:37:04 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","464.11025812"
"5997364","28/02/2014 07:12:42 AM","VITD010494","NCHOI","IRM001","Vitamin D","IU_P_100G","439.60307384"
"5997370","28/02/2014 07:14:03 AM","VITD010494","NCHOI","IRM001A","Vitamin D","IU_P_100G","487.91195239"
"6367600","03/07/2014 12:05:26 PM","VITD010494","MXU","IRM001A","Vitamin D","IU_P_100G","467"
"6184816","05/05/2014 12:09:21 PM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","448.02983736"
"6192487","07/05/2014 11:54:09 AM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","454.62986983"
"6560595","05/09/2014 03:41:20 PM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","452"
"6569613","09/09/2014 12:28:28 PM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","499"
"6571961","10/09/2014 08:35:29 AM","VITD010494","CHUANG","IRM001A","Vitamin D","IU_P_100G","494"
"5827160","02/01/2014 10:16:49 AM","VITD010494","CORD","IRM001","Vitamin D","IU_P_100G","396"
"5894305","24/01/2014 10:50:17 AM","VITD010494","CORD","IRM001","Vitamin D","IU_P_100G","486.00202609"
"5894323","24/01/2014 10:51:37 AM","VITD010494","CORD","IRM001A","Vitamin D","IU_P_100G","512"
"5830843","03/01/2014 01:22:44 PM","VITD010494","HWAIDYARAT","IRM001","Vitamin D","IU_P_100G","404.18803907"
"5835703","06/01/2014 12:59:28 PM","VITD010494","HWAIDYARAT","IRM001","Vitamin D","IU_P_100G","380"
"5835733","06/01/2014 01:02:33 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","381"
"5835737","06/01/2014 01:02:48 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","440"
"5861158","14/01/2014 03:36:08 PM","VITD010494","HWAIDYARAT","IRM001","Vitamin D","IU_P_100G","415"
"5861175","14/01/2014 03:38:00 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","474"
"5861176","14/01/2014 03:38:34 PM","VITD010494","HWAIDYARAT","IRM001A","Vitamin D","IU_P_100G","487"
