SAMPLE_NUMBER,LOGIN_DATE,ANALYSIS,ASSIGNED_OPERATOR,SAMPLING_POINT,REPORTED_NAME,REPORTED_UNITS,ENTRY
5173063,13/06/13 9:33,VITD010494,CTAN,IRM001,Vitamin D,IU_P_100G,9.403006937
5179569,14/06/13 15:33,VITD010494,CTAN,IRM001,Vitamin D,IU_P_100G,10.2109459
5184839,17/06/13 14:48,VITD010494,MDISS,IRM001,Vitamin D,IU_P_100G,10.075
5191219,19/06/13 10:15,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,11.74799334
5199197,21/06/13 10:33,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,11.65097008
5205256,24/06/13 10:06,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,10.95585853
5208678,25/06/13 11:51,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.85524959
5213090,26/06/13 12:25,VITD010494,SHUI,IRM001,Vitamin D,IU_P_100G,10.52997857
5220325,27/06/13 14:19,VITD010494,CTAN,IRM001,Vitamin D,IU_P_100G,9.385734413
5229334,1/07/13 14:13,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,11.73956905
5233477,2/07/13 14:44,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,11.36111974
5239296,4/07/13 8:48,VITD010494,CTAN,IRM001,Vitamin D,IU_P_100G,9.572205292
5243370,5/07/13 9:39,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,10.71642049
5248960,8/07/13 9:06,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.84136467
5250659,8/07/13 15:31,VITD010494,CTAN,IRM001,Vitamin D,IU_P_100G,9.698883159
5252307,9/07/13 10:00,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.80475066
5257260,10/07/13 13:09,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,11.42470739
5262085,11/07/13 14:29,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.72384803
5263141,12/07/13 6:47,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,11.475
5265389,12/07/13 13:51,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,11.33911912
5272979,16/07/13 11:24,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.37370889
5277083,17/07/13 11:46,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,12.35213312
5279413,18/07/13 7:43,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,10.6424521
5281905,18/07/13 15:02,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.03997057
5293626,23/07/13 10:04,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,13.56464957
5304226,26/07/13 8:11,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,10.675
5310917,29/07/13 11:12,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.375
5311080,29/07/13 11:53,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.29144439
5317494,31/07/13 10:29,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.6767897
5322130,1/08/13 11:24,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.03160474
5332628,5/08/13 12:35,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.575
5334180,6/08/13 6:45,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,12.1
5335618,6/08/13 11:29,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.96043116
5341466,7/08/13 15:25,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.5456568
5344333,8/08/13 12:07,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,9.25
5349592,9/08/13 14:48,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,9.53359376
5354920,12/08/13 10:07,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,9.737413777
5357783,13/08/13 9:19,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.225
5360438,13/08/13 15:23,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.31139578
5363181,14/08/13 11:41,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.68712286
5366629,15/08/13 9:59,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.72545275
5368440,15/08/13 13:36,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.45218581
5370111,16/08/13 6:37,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.47585692
5378412,19/08/13 12:42,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,9.391059831
5380705,20/08/13 9:25,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.78486496
5389625,22/08/13 9:55,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.875
5392612,23/08/13 6:38,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.16920294
5401271,26/08/13 12:39,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,10.4
5402864,27/08/13 6:32,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,9.918972134
5404541,27/08/13 11:05,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.24722525
5411115,28/08/13 16:42,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,11.8
5414218,29/08/13 13:04,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.55895185
5424661,2/09/13 12:20,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,9.6
5432977,4/09/13 10:04,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.88587619
5437035,5/09/13 8:21,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.11112059
5451539,9/09/13 15:14,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,9.629179973
5451599,9/09/13 15:43,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,12.225
5456047,10/09/13 14:42,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.62105814
5456224,10/09/13 15:31,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,12.6
5462599,12/09/13 9:30,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.71661249
5465226,12/09/13 14:26,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.65
5475575,16/09/13 11:09,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,11.45953551
5483401,18/09/13 10:10,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.37191138
5484024,18/09/13 11:48,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.7
5487094,19/09/13 8:14,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.9281746
5489325,19/09/13 13:10,VITD010494,LEDEN,IRM001,Vitamin D,IU_P_100G,10.95
5498666,23/09/13 7:29,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.48109798
5498879,23/09/13 9:00,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,8.825
5500769,23/09/13 15:02,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.94402707
5504782,24/09/13 15:06,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,11.46479419
5511855,26/09/13 9:08,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.75
5518203,27/09/13 13:15,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.45832664
5518567,27/09/13 13:51,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.87720055
5518569,27/09/13 13:51,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.5758972
5518570,27/09/13 13:52,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.65885248
5518571,27/09/13 13:52,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.2137184
5518573,27/09/13 13:52,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.08539301
5518574,27/09/13 13:52,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.35898412
5523823,30/09/13 9:33,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.94445255
5528166,1/10/13 11:20,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,11.20581108
5535155,2/10/13 17:27,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,8.274631874
5535915,3/10/13 7:37,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,9.659968659
5537631,3/10/13 11:37,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.83038179
5540959,4/10/13 9:17,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.05623728
5547864,7/10/13 9:14,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,11.47739846
5551514,8/10/13 9:21,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,9.545893821
5556712,9/10/13 10:03,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.07327866
5560723,10/10/13 7:11,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.24025385
5561159,10/10/13 8:52,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.85724536
5574503,14/10/13 12:00,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,11.38157409
5579549,15/10/13 13:46,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.88080924
5579997,15/10/13 14:55,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,11.49116172
5587246,17/10/13 9:52,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,17.45155423
5591539,18/10/13 8:34,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,9.2
5598787,21/10/13 9:33,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.80228505
5598943,21/10/13 9:53,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.44170812
5602520,22/10/13 8:03,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.3722094
5608107,23/10/13 9:42,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,11.9801498
5608845,23/10/13 10:56,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,9.560913345
5612165,24/10/13 7:42,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,9.625
5624289,28/10/13 8:36,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.78898196
5624926,28/10/13 10:02,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.32397158
5630337,29/10/13 13:15,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.93261138
5638006,31/10/13 9:51,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.625
5648530,4/11/13 7:15,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.0365163
5649813,4/11/13 13:30,VITD010494,JKUSUMA,IRM001,Vitamin D,IU_P_100G,10.38090491
5657932,7/11/13 7:21,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.35836738
5660296,7/11/13 13:15,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,11.03829097
5669319,11/11/13 7:54,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,9.667511556
5670324,11/11/13 12:01,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.68262674
5679214,13/11/13 13:21,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,11.88361018
5687724,15/11/13 12:00,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,10.68540341
5693673,18/11/13 10:21,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.00058567
5694784,18/11/13 13:57,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.32756329
5696912,19/11/13 9:41,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.13465766
5705503,21/11/13 9:57,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,10.37325975
5717196,25/11/13 11:07,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,9.985990926
5720203,26/11/13 8:53,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,9.277182547
5723281,26/11/13 16:54,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,11.10051279
5730242,28/11/13 11:59,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.625
5740071,2/12/13 9:43,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.44681117
5745487,3/12/13 13:19,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,11.71069469
5752492,5/12/13 10:29,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,12.54684408
5756063,6/12/13 7:23,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.25522013
5762400,9/12/13 6:32,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,10.48258847
5762692,9/12/13 8:09,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.01431546
5766044,10/12/13 7:12,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,9.72219117
5774690,12/12/13 8:27,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,10.43861989
5785135,16/12/13 8:21,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.1
5789131,17/12/13 9:27,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,10.73110511
5794358,18/12/13 11:05,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.88469366
5798957,19/12/13 11:38,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.2
5806947,22/12/13 7:47,VITD010494,JTANIWAN,IRM001,Vitamin D,IU_P_100G,9.9
5808445,23/12/13 9:25,VITD010494,MDITIATKOV,IRM001,Vitamin D,IU_P_100G,10.01224635
5809981,23/12/13 14:20,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.81482814
5817846,27/12/13 14:15,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.13243294
5827160,2/01/14 10:16,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,9.9
5830843,3/01/14 13:22,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,10.10470098
5834636,6/01/14 8:38,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,9.647233667
5834643,6/01/14 8:40,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,11.19153399
5835703,6/01/14 12:59,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,9.5
5835733,6/01/14 13:02,VITD010494,HWAIDYARAT,IRM001A,Vitamin D,IU_P_100G,9.525
5835737,6/01/14 13:02,VITD010494,HWAIDYARAT,IRM001A,Vitamin D,IU_P_100G,11
5843323,8/01/14 13:30,VITD010494,JKUSUMA,IRM001,Vitamin D,IU_P_100G,10.55285866
5843334,8/01/14 13:32,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.7999603
5843335,8/01/14 13:32,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.36143561
5850792,10/01/14 13:09,VITD010494,JKUSUMA,IRM001,Vitamin D,IU_P_100G,12.53979574
5850812,10/01/14 13:10,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,13.53232802
5850825,10/01/14 13:13,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,12.72193244
5855008,13/01/14 7:00,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,12.56377716
5855014,13/01/14 7:03,VITD010494,MCHIN,IRM001A,Vitamin D,IU_P_100G,12.87020382
5855015,13/01/14 7:04,VITD010494,MCHIN,IRM001A,Vitamin D,IU_P_100G,12.41392676
5857340,13/01/14 15:20,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.42452886
5861158,14/01/14 15:36,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,10.375
5861175,14/01/14 15:38,VITD010494,HWAIDYARAT,IRM001A,Vitamin D,IU_P_100G,11.85
5861176,14/01/14 15:38,VITD010494,HWAIDYARAT,IRM001A,Vitamin D,IU_P_100G,12.175
5865226,15/01/14 15:30,VITD010494,JKUSUMA,IRM001,Vitamin D,IU_P_100G,10.59490443
5865234,15/01/14 15:31,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,13.76281228
5865235,15/01/14 15:31,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.39329171
5867571,16/01/14 11:30,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,9.392158481
5867597,16/01/14 11:33,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,12.12007049
5867606,16/01/14 11:34,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,11.67354749
5877348,20/01/14 8:29,VITD010494,KANPATEL,IRM001,Vitamin D,IU_P_100G,9.62000207
5877366,20/01/14 8:36,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,11.88172862
5877368,20/01/14 8:36,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,10.9779229
5884972,22/01/14 8:52,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,10.51799053
5884984,22/01/14 8:54,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,12.46972506
5884987,22/01/14 8:55,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,10.88879091
5894305,24/01/14 10:50,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,12.15005065
5894323,24/01/14 10:51,VITD010494,CORD,IRM001A,Vitamin D,IU_P_100G,12.8
5901514,28/01/14 9:55,VITD010494,CORD,IRM001A,Vitamin D,IU_P_100G,11.88944691
5903432,28/01/14 17:27,VITD010494,CORD,IRM001,Vitamin D,IU_P_100G,11.08752656
5905773,29/01/14 11:59,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,10.04697746
5905790,29/01/14 12:01,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,11.78141941
5905791,29/01/14 12:02,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,11.66724264
5910006,30/01/14 12:40,VITD010494,MXU,IRM001,Vitamin D,IU_P_100G,11.17711103
5919636,3/02/14 11:07,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,11.36011541
5919670,3/02/14 11:09,VITD010494,JTANIWAN,IRM001,Vitamin D,IU_P_100G,11.60804409
5921789,3/02/14 19:19,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,15.775
5923820,4/02/14 12:23,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,12.49576735
5923827,4/02/14 12:24,VITD010494,JTANIWAN,IRM001,Vitamin D,IU_P_100G,10.65789331
5926864,5/02/14 10:59,VITD010494,CHUANG,IRM001,Vitamin D,IU_P_100G,9.902961775
5926881,5/02/14 11:02,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,10.95673549
5931568,6/02/14 13:09,VITD010494,JKUSUMA,IRM001,Vitamin D,IU_P_100G,10.10199669
5931574,6/02/14 13:11,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.23184213
5931605,6/02/14 13:16,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.3102349
5940961,10/02/14 13:24,VITD010494,JKUSUMA,IRM001,Vitamin D,IU_P_100G,10.48898844
5941038,10/02/14 13:36,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.39974602
5944021,11/02/14 11:10,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,12.89499093
5944025,11/02/14 11:10,VITD010494,JTANIWAN,IRM001,Vitamin D,IU_P_100G,10.056348
5952181,13/02/14 11:25,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,10.78293804
5952200,13/02/14 11:27,VITD010494,JTANIWAN,IRM001,Vitamin D,IU_P_100G,9.81886157
5955100,14/02/14 8:35,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,12.12520258
5962202,17/02/14 11:57,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,12.68714173
5965513,18/02/14 10:46,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,11.82263513
5969010,19/02/14 9:35,VITD010494,HWAIDYARAT,IRM001A,Vitamin D,IU_P_100G,10.43800582
5973646,20/02/14 11:51,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,12.1439207
5980488,22/02/14 8:17,VITD010494,MCHIN,IRM001A,Vitamin D,IU_P_100G,12.28160367
5982756,24/02/14 7:25,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.31782952
5982800,24/02/14 7:37,VITD010494,NCHOI,IRM001A,Vitamin D,IU_P_100G,11.60275645
5983367,24/02/14 10:07,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,10.37678104
5986815,25/02/14 10:42,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,10.90172658
5992237,26/02/14 14:52,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.65204817
5997364,28/02/14 7:12,VITD010494,NCHOI,IRM001,Vitamin D,IU_P_100G,10.99007685
5997370,28/02/14 7:14,VITD010494,NCHOI,IRM001A,Vitamin D,IU_P_100G,12.19779881
6002684,2/03/14 7:18,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,12.66367829
6004075,3/03/14 8:41,VITD010494,MCHIN,IRM001,Vitamin D,IU_P_100G,9.27397709
6004090,3/03/14 8:42,VITD010494,MCHIN,IRM001A,Vitamin D,IU_P_100G,7.63111314
6004110,3/03/14 8:50,VITD010494,MCHIN,IRM001A,Vitamin D,IU_P_100G,9.82077043
6018184,7/03/14 7:03,VITD010494,MCHIN,IRM001A,Vitamin D,IU_P_100G,10.5280516
6026869,11/03/14 11:03,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,10.72233119
6033620,13/03/14 7:35,VITD010494,NCHOI,IRM001A,Vitamin D,IU_P_100G,11.7697773
6035139,13/03/14 11:42,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,11.7884949
6037893,14/03/14 9:05,VITD010494,MDITIATKOV,IRM001A,Vitamin D,IU_P_100G,12.00488001
6044611,17/03/14 9:28,VITD010494,JHOU,IRM001A,Vitamin D,IU_P_100G,11.10115385
6053681,19/03/14 13:29,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.61499503
6061148,21/03/14 12:56,VITD010494,HWAIDYARAT,IRM001,Vitamin D,IU_P_100G,10.6
6064080,23/03/14 7:22,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,10.825
6066301,24/03/14 12:06,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,12.12881599
6074008,26/03/14 13:07,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,10.72881539
6078306,27/03/14 14:08,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,10.95728172
6081730,28/03/14 13:18,VITD010494,HWAIDYARAT,IRM001A,Vitamin D,IU_P_100G,10.91536337
6086780,31/03/14 11:09,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,11.79051459
6090367,1/04/14 11:59,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,11.00958875
6099087,3/04/14 13:33,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,10.15
6105429,6/04/14 7:19,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,10.28147438
6107663,7/04/14 13:37,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.11485823
6115436,9/04/14 14:55,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.99321486
6120932,11/04/14 8:40,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,10.77125935
6127095,13/04/14 10:47,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,10.74255487
6129307,14/04/14 12:57,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,11.09863558
6137579,16/04/14 15:21,VITD010494,MDITIATKOV,IRM001A,Vitamin D,IU_P_100G,11.45858235
6148644,22/04/14 9:46,VITD010494,MDITIATKOV,IRM001A,Vitamin D,IU_P_100G,14.025
6154189,23/04/14 15:35,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,10.22173683
6162861,28/04/14 9:29,VITD010494,MDITIATKOV,IRM001A,Vitamin D,IU_P_100G,11.15
6167554,29/04/14 13:20,VITD010494,JKUSUMA,IRM001A,Vitamin D,IU_P_100G,11.25754163
6170576,30/04/14 10:47,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,10.93304999
6176595,1/05/14 15:56,VITD010494,MXU,IRM001A,Vitamin D,IU_P_100G,10.32456649
6179281,2/05/14 12:37,VITD010494,JTANIWAN,IRM001A,Vitamin D,IU_P_100G,11.43349971
6183468,5/05/14 7:04,VITD010494,NCHOI,IRM001A,Vitamin D,IU_P_100G,12.29900367
6184816,5/05/14 12:09,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,11.20074593
6186602,6/05/14 7:31,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,11.88586916
6192487,7/05/14 11:54,VITD010494,CHUANG,IRM001A,Vitamin D,IU_P_100G,11.36574675
6199111,9/05/14 6:58,VITD010494,MCHIN,IRM001A,Vitamin D,IU_P_100G,11.67975353
6206086,12/05/14 10:42,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,11.29027958
6212383,14/05/14 7:24,VITD010494,KANPATEL,IRM001A,Vitamin D,IU_P_100G,12.07572601
6216614,15/05/14 6:53,VITD010494,NCHOI,IRM001A,Vitamin D,IU_P_100G,11.45
