SAMPLE_NUMBER,LOGIN_DATE,ANALYSIS,ASSIGNED_OPERATOR,SAMPLING_POINT,REPORTED_NAME,REPORTED_UNITS,ENTRY
6060384,21/03/2014 10:35,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6060384,21/03/2014 10:35,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6702580,18/10/2014 8:57,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.6
6036611,13/03/2014 16:31,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14
6395295,14/07/2014 13:45,DIET020393,,SRM55N,Dietary Fibre - Insoluble [m/v],,
6395295,14/07/2014 13:45,DIET020393,,SRM55N,Dietary Fibre (AOAC) [m/serve],,
6594375,16/09/2014 19:11,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
5881753,21/01/2014 10:21,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.46
6594375,16/09/2014 19:11,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6630650,26/09/2014 17:35,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6630650,26/09/2014 17:35,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6630650,26/09/2014 17:35,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6630650,26/09/2014 17:35,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6630650,26/09/2014 17:35,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6630650,26/09/2014 17:35,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6630650,26/09/2014 17:35,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6639138,30/09/2014 10:21,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.96
6840892,27/11/2014 9:23,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6925324,20/12/2014 9:07,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,17.1
6960654,5/01/2015 12:50,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.31
7046731,2/02/2015 6:56,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),,
7046731,2/02/2015 6:56,DIET020393,MDONAL,SRM55N,Dietary Fibre - Soluble,,
7046731,2/02/2015 6:56,DIET020393,MDONAL,SRM55N,Dietary Fibre - Insoluble,,
7046731,2/02/2015 6:56,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),,
5941153,10/02/2014 14:09,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.35
6039208,14/03/2014 11:55,DIET020393,BJLEE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.2
6060399,21/03/2014 10:37,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6060399,21/03/2014 10:37,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6060399,21/03/2014 10:37,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6060399,21/03/2014 10:37,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6060399,21/03/2014 10:37,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6060399,21/03/2014 10:37,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6060399,21/03/2014 10:37,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6280535,4/06/2014 14:23,DIET020393,LLE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.79
6361641,1/07/2014 19:25,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.33
6364581,2/07/2014 15:06,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,16.91
6381612,9/07/2014 8:13,DIET020393,KLU,SRM55M,Dietary Fibre - Insoluble,,
6381612,9/07/2014 8:13,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),,
6385824,10/07/2014 10:43,DIET020393,LLE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,13.98
6381612,9/07/2014 8:13,DIET020393,KLU,SRM55M,Dietary Fibre - Soluble,,
6381612,9/07/2014 8:13,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),,
6453008,4/08/2014 8:27,DIET020393,,SRM55N,Dietary Fibre (AOAC),PCT_M-M,
6472392,10/08/2014 8:49,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.72
6381612,9/07/2014 8:13,DIET020393,KLU,SRM55M,Dietary Fibre - Insoluble,,
6381612,9/07/2014 8:13,DIET020393,KLU,SRM55M,Dietary Fibre - Soluble,,
6381612,9/07/2014 8:13,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),,
6318103,17/06/2014 15:01,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6318103,17/06/2014 15:01,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6318103,17/06/2014 15:01,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6318103,17/06/2014 15:01,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6318103,17/06/2014 15:01,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6318103,17/06/2014 15:01,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6318103,17/06/2014 15:01,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6286620,6/06/2014 10:16,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.5
5871429,17/01/2014 11:06,DIET020393,MBUDIANTO,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.91
6419133,23/07/2014 8:47,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.25
6440358,30/07/2014 10:13,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.43
6787809,12/11/2014 12:11,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.3
6803249,17/11/2014 11:33,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.09
6835106,25/11/2014 20:46,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.53
6567001,8/09/2014 15:39,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.13
6612111,22/09/2014 13:33,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6612111,22/09/2014 13:33,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6612111,22/09/2014 13:33,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6329186,20/06/2014 10:43,DIET020393,MHO,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.3
6612111,22/09/2014 13:33,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6612111,22/09/2014 13:33,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6612111,22/09/2014 13:33,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6612111,22/09/2014 13:33,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6631245,27/09/2014 7:33,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.56
6293771,10/06/2014 8:51,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6293771,10/06/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6293771,10/06/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6293771,10/06/2014 8:51,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6293771,10/06/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6293771,10/06/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6293771,10/06/2014 8:51,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6239488,22/05/2014 9:06,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.23
6232672,20/05/2014 13:18,DIET020393,BJLEE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.7
6757158,3/11/2014 11:17,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.8
6765013,5/11/2014 15:11,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.02
6849074,29/11/2014 7:54,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.9
6704981,19/10/2014 8:41,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.2
6708857,20/10/2014 15:42,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.25
6720072,23/10/2014 9:52,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.63
6881397,8/12/2014 17:27,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.3
6928226,21/12/2014 15:01,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.88
6958260,4/01/2015 9:29,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.38
7036675,29/01/2015 11:17,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.89
7023215,24/01/2015 8:57,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.1
6647621,2/10/2014 11:32,DIET020393,LLE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.7
6663597,7/10/2014 16:03,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.58
6698400,17/10/2014 7:38,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,"no result, invalid ash"
6791856,13/11/2014 11:06,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.65
6840892,27/11/2014 9:23,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6840892,27/11/2014 9:23,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6840892,27/11/2014 9:23,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6840892,27/11/2014 9:23,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6840892,27/11/2014 9:23,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6840892,27/11/2014 9:23,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
7016599,22/01/2015 11:09,DIET020393,LLE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,17.08
6632652,27/09/2014 14:14,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6632652,27/09/2014 14:14,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6632652,27/09/2014 14:14,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6632652,27/09/2014 14:14,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6632652,27/09/2014 14:14,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6632652,27/09/2014 14:14,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6632652,27/09/2014 14:14,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6335242,23/06/2014 10:56,DIET020393,BJLEE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.78
6253367,27/05/2014 9:49,DIET020393,BJLEE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.2
6226612,18/05/2014 9:23,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.88
6206190,12/05/2014 11:04,DIET020393,LLE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.79
6191665,7/05/2014 10:02,DIET020393,BTAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.82
6166580,29/04/2014 11:09,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.27
6121071,11/04/2014 9:18,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.9
6052702,19/03/2014 10:33,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.85
6019244,7/03/2014 10:24,DIET020393,BJLEE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.45
5971263,19/02/2014 15:34,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.9
5949401,12/02/2014 14:48,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5949401,12/02/2014 14:48,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
5949401,12/02/2014 14:48,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
5949401,12/02/2014 14:48,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5949401,12/02/2014 14:48,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
5949401,12/02/2014 14:48,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
5949401,12/02/2014 14:48,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5937103,8/02/2014 8:31,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.2
5883523,21/01/2014 15:27,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.27
6488245,15/08/2014 7:49,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
7031082,28/01/2015 8:23,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6488245,15/08/2014 7:49,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6488245,15/08/2014 7:49,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6488245,15/08/2014 7:49,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6394253,14/07/2014 9:13,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.1
6388671,11/07/2014 8:14,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.73
6488245,15/08/2014 7:49,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6488245,15/08/2014 7:49,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6488245,15/08/2014 7:49,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6523390,26/08/2014 10:44,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,Equipment Failure - no result
7031082,28/01/2015 8:23,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
7031082,28/01/2015 8:23,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
7031082,28/01/2015 8:23,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
7031082,28/01/2015 8:23,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
7031082,28/01/2015 8:23,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
7031082,28/01/2015 8:23,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
7046007,1/02/2015 11:16,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.4
6514015,22/08/2014 13:08,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.43
6615212,23/09/2014 11:22,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.25
6669675,9/10/2014 10:08,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.1
6695883,16/10/2014 11:55,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.09
6782938,11/11/2014 11:26,DIET020393,LLE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.79
6916300,18/12/2014 9:20,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.6
6600670,18/09/2014 12:20,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.63
6626857,26/09/2014 9:04,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.61
6658496,6/10/2014 10:23,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.35
6251740,26/05/2014 15:08,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6251740,26/05/2014 15:08,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6251740,26/05/2014 15:08,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6308292,13/06/2014 15:24,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.12
6251740,26/05/2014 15:08,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6251740,26/05/2014 15:08,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6251740,26/05/2014 15:08,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6251740,26/05/2014 15:08,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6150610,22/04/2014 17:02,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6132211,15/04/2014 10:46,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.04
6046943,17/03/2014 17:05,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.19
5964770,18/02/2014 9:14,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5964770,18/02/2014 9:14,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
5964770,18/02/2014 9:14,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
5964770,18/02/2014 9:14,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5964770,18/02/2014 9:14,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
5964770,18/02/2014 9:14,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
5964770,18/02/2014 9:14,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5852493,11/01/2014 7:49,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.84
5827193,2/01/2014 10:24,DIET020393,MHO,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.15
6314043,16/06/2014 15:37,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,12.6
6150610,22/04/2014 17:02,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6150610,22/04/2014 17:02,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6150610,22/04/2014 17:02,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6150610,22/04/2014 17:02,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6150610,22/04/2014 17:02,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6150610,22/04/2014 17:02,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6266865,30/05/2014 13:23,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.36
6302362,12/06/2014 10:50,DIET020393,BTAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.55
6358364,1/07/2014 9:00,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6358364,1/07/2014 9:00,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6358364,1/07/2014 9:00,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6440473,30/07/2014 10:38,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6440473,30/07/2014 10:38,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6440473,30/07/2014 10:38,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6453641,4/08/2014 10:43,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.37
6440473,30/07/2014 10:38,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6405241,17/07/2014 14:06,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6526877,27/08/2014 9:08,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,Equipment Failure - no result
6440473,30/07/2014 10:38,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6440473,30/07/2014 10:38,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6440473,30/07/2014 10:38,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6358364,1/07/2014 9:00,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6405241,17/07/2014 14:06,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6405241,17/07/2014 14:06,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6405241,17/07/2014 14:06,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6405241,17/07/2014 14:06,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6405241,17/07/2014 14:06,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6420603,23/07/2014 13:37,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15
6358364,1/07/2014 9:00,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6358364,1/07/2014 9:00,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6358364,1/07/2014 9:00,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6375562,7/07/2014 9:12,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6375562,7/07/2014 9:12,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6375562,7/07/2014 9:12,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6375562,7/07/2014 9:12,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6375562,7/07/2014 9:12,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6375562,7/07/2014 9:12,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6375562,7/07/2014 9:12,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6383299,9/07/2014 13:53,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.7
6405241,17/07/2014 14:06,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6453006,4/08/2014 8:26,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.96
6480935,13/08/2014 9:21,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.63
6588246,15/09/2014 10:43,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16
6992050,15/01/2015 8:57,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.9
7000624,17/01/2015 9:04,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.91
6678408,11/10/2014 7:55,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.32
6678508,11/10/2014 8:13,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.38
6738675,28/10/2014 15:40,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.52
6747664,30/10/2014 14:53,DIET020393,BTAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.1
6778852,10/11/2014 11:19,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.11
6826029,23/11/2014 7:53,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.85
6839248,26/11/2014 16:15,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.96
6924315,19/12/2014 16:04,DIET020393,BTAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.08
6947179,30/12/2014 7:00,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6947179,30/12/2014 7:00,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6947179,30/12/2014 7:00,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6947179,30/12/2014 7:00,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6947179,30/12/2014 7:00,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6947179,30/12/2014 7:00,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6947179,30/12/2014 7:00,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6947394,30/12/2014 8:27,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6947394,30/12/2014 8:27,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6947394,30/12/2014 8:27,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6947394,30/12/2014 8:27,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6947394,30/12/2014 8:27,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6947394,30/12/2014 8:27,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6947394,30/12/2014 8:27,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6315253,17/06/2014 8:37,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6274728,3/06/2014 9:28,DIET020393,MHO,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.47
6197550,8/05/2014 14:07,DIET020393,,SRM55M,Dietary Fibre (AOAC) [m/serve],,
6197550,8/05/2014 14:07,DIET020393,,SRM55M,Dietary Fibre - Insoluble [m/v],,
6197550,8/05/2014 14:07,DIET020393,,SRM55M,Dietary Fibre - Soluble [m/v],,
6197550,8/05/2014 14:07,DIET020393,,SRM55M,Dietary Fibre (AOAC) [m/v],,
6197550,8/05/2014 14:07,DIET020393,,SRM55M,Dietary Fibre - Insoluble [m/m],,
6197550,8/05/2014 14:07,DIET020393,,SRM55M,Dietary Fibre - Soluble [m/m],,
6197550,8/05/2014 14:07,DIET020393,,SRM55M,Dietary Fibre (AOAC) [m/m],,
6151324,23/04/2014 8:42,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.3
6108370,7/04/2014 15:26,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6108370,7/04/2014 15:26,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6108370,7/04/2014 15:26,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6108370,7/04/2014 15:26,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6108370,7/04/2014 15:26,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6108370,7/04/2014 15:26,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6108370,7/04/2014 15:26,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6031660,12/03/2014 13:46,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.7
6013544,5/03/2014 16:03,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.59
5987238,25/02/2014 11:44,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,16.43
5982260,23/02/2014 11:11,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.79
5914608,31/01/2014 13:40,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.77
5896807,25/01/2014 8:18,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.38
5858703,14/01/2014 8:59,DIET020393,BTAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.82
5835141,6/01/2014 10:24,DIET020393,BJLEE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.8
6315253,17/06/2014 8:37,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6354327,29/06/2014 8:41,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6354327,29/06/2014 8:41,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6358356,1/07/2014 8:57,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.23
6361632,1/07/2014 19:19,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.6
6361649,1/07/2014 19:33,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.5
6488214,15/08/2014 7:45,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.13
6490184,15/08/2014 11:11,DIET020393,BTAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.08
6315253,17/06/2014 8:37,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
