SAMPLE_NUMBER,LOGIN_DATE,ANALYSIS,ASSIGNED_OPERATOR,SAMPLING_POINT,REPORTED_NAME,REPORTED_UNITS,ENTRY
7263384,8/04/15 9:04,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.036096787
7273409,10/04/15 11:04,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.380779425
7279876,13/04/15 9:59,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.38075682
7283347,14/04/15 9:29,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.33184035
7289595,15/04/15 10:41,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.411354582
7298719,17/04/15 9:46,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.563629144
7306525,20/04/15 10:42,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.627253548
7310718,21/04/15 10:40,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.577483048
7314138,22/04/15 8:58,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.825640514
7323212,24/04/15 9:10,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.797183943
7330574,27/04/15 9:31,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.228056192
7333985,28/04/15 9:09,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.952628423
7347428,1/05/15 9:40,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.864757667
7351065,2/05/15 8:50,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.420687605
7357471,5/05/15 9:12,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.975867867
7361753,6/05/15 9:25,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.62959285
7365940,7/05/15 9:10,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.30551669
7373497,9/05/15 8:45,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.852058618
7376514,11/05/15 9:11,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.214971017
7380506,12/05/15 9:10,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.745131329
7389773,14/05/15 9:19,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.393016124
7397853,16/05/15 8:25,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.606989943
7401048,18/05/15 9:38,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.457693075
7409025,20/05/15 9:52,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.82133995
7417217,22/05/15 9:05,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.140578265
7426973,26/05/15 9:12,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.444887383
7438715,29/05/15 10:01,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.342840569
7445055,1/06/15 9:29,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.512779553
7451631,3/06/15 9:10,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.170267934
7466013,9/06/15 9:08,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.672032797
7478346,12/06/15 10:26,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.763598942
7484106,15/06/15 9:07,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.835
7491449,17/06/15 9:10,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.057761373
7502664,20/06/15 8:49,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.280736685
7505716,22/06/15 9:34,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.292198723
7512590,24/06/15 9:15,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.495752124
7524898,27/06/15 8:40,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.109146887
7528638,29/06/15 9:25,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.204977014
7535924,1/07/15 9:39,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,5.257371314
7543842,3/07/15 9:36,Vitafast,MMALA,IRM001A,Vitamin B12,UG_P_100G,4.574032557
7550385,6/07/15 9:17,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.477761119
7553548,7/07/15 10:10,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.6016552
7564670,10/07/15 9:55,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.488325882
7569805,13/07/15 9:19,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,5.1
7584564,17/07/15 9:34,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.712460064
7596905,22/07/15 8:54,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.610492846
7604700,24/07/15 9:03,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.164171657
7611222,27/07/15 9:25,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.430253442
7619196,29/07/15 9:27,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.82065002
7627451,31/07/15 9:35,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.852099332
7637201,4/08/15 9:52,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.512779553
7648525,7/08/15 9:10,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,5.107927982
7656524,10/08/15 9:44,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.097665603
7666948,13/08/15 9:11,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.931301499
7675676,15/08/15 8:13,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.659113596
7679151,17/08/15 10:08,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.735
7686816,19/08/15 10:15,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.502049795
7694786,21/08/15 9:06,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.740310078
7702055,24/08/15 9:32,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.708116753
7710534,26/08/15 11:08,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.660721403
7718276,28/08/15 9:26,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.741003599
7721797,29/08/15 8:25,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.763322417
7729410,1/09/15 9:39,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.538668259
7737746,3/09/15 9:20,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.478282576
7742473,4/09/15 10:06,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.783150548
7753127,8/09/15 9:29,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.94186741
7757286,9/09/15 9:13,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.182490506
7765735,11/09/15 9:23,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.3775
7776992,15/09/15 9:22,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.572683706
7781406,16/09/15 9:48,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.839144996
7790561,18/09/15 9:27,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.043019319
7798664,21/09/15 9:19,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.444388928
7806940,23/09/15 9:29,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.992016765
7815522,25/09/15 8:38,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.194128221
7819111,26/09/15 8:19,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.039976074
7823773,28/09/15 10:47,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.275
7827159,29/09/15 9:10,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.770633112
7835630,1/10/15 9:34,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.774448405
7846067,5/10/15 9:37,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.432305697
7854271,7/10/15 9:56,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.596368715
7863373,9/10/15 9:46,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.625286898
7875754,13/10/15 9:35,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.202392822
7876560,13/10/15 11:12,Vitafast,HVALA_G,IRM001A,Vitamin B12,UG_P_100G,5.082376435
7893352,17/10/15 8:55,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.003496504
7900732,20/10/15 9:37,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.360378298
7905423,21/10/15 9:33,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.89383185
7917887,24/10/15 8:44,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.219936077
7927111,27/10/15 9:46,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.298001392
7928823,27/10/15 14:04,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.37369312
7944916,31/10/15 7:32,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.502982107
7956019,4/11/15 9:38,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.365157968
7968806,7/11/15 8:21,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.852
7977273,10/11/15 10:42,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.51123315
7981285,11/11/15 9:43,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.859769889
7990860,13/11/15 9:30,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.597959588
7999326,16/11/15 9:20,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4
8003581,17/11/15 9:25,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.208167331
8019094,20/11/15 9:09,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.265981849
8027552,23/11/15 10:00,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.297343188
8036400,25/11/15 9:26,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.573353293
8053938,30/11/15 9:48,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.560895194
8062954,2/12/15 9:17,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.706851778
8080328,7/12/15 9:08,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.384607706
8084736,8/12/15 9:37,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.576413119
8094346,10/12/15 9:08,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.840133059
8107664,14/12/15 9:37,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.325345531
8117061,16/12/15 9:47,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.236229131
8122112,17/12/15 9:13,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.338658464
8130838,19/12/15 8:28,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.976083707
8138962,22/12/15 10:20,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.599489295
8143923,23/12/15 9:44,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.776601059
8158706,29/12/15 9:55,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.803478609
8164714,31/12/15 8:55,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.770614693
8171616,4/01/16 9:12,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.473210716
8179892,6/01/16 9:34,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.796845363
8196178,11/01/16 9:36,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,4.207896052
8208407,14/01/16 8:55,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.597481763
8221374,18/01/16 9:27,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.561438561
8230001,20/01/16 9:20,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.540729635
8240106,22/01/16 9:45,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.210437039
8248083,25/01/16 9:11,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.76247505
8253954,27/01/16 9:41,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.403253168
8262735,29/01/16 9:32,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.772930983
8271175,1/02/16 9:53,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,4.499851735
8279926,3/02/16 9:39,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.684074148
8284629,4/02/16 9:53,Vitafast,MMALA,IRM001A,Vitamin B12,UG_P_100G,4.425861208
8289094,5/02/16 9:45,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.187044615
8293108,6/02/16 9:54,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.41
8301227,9/02/16 9:39,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.505838906
8319516,13/02/16 8:50,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.263565123
8326765,16/02/16 9:19,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.739130435
8336124,18/02/16 9:36,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.996403237
8345749,20/02/16 8:13,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.446819086
8358731,24/02/16 9:49,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.17468106
8372041,27/02/16 7:50,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,4.086370444
8380371,1/03/16 9:19,Vitafast,JWANG,IRM001A,Vitamin B12,UG_P_100G,3.887005086
8384864,2/03/16 9:15,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,3.685785536
8397908,5/03/16 8:51,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.945405728
8405448,8/03/16 9:31,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.641575274
8410258,9/03/16 10:03,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.894065719
8419273,11/03/16 9:20,Vitafast,NMEHTA,IRM001A,Vitamin B12,UG_P_100G,4.932108626
8428687,15/03/16 9:14,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.88055972
8438107,17/03/16 9:31,Vitafast,MKALSI_G,IRM001A,Vitamin B12,UG_P_100G,3.961775831
8443386,18/03/16 10:27,Vitafast,JPAN,IRM001A,Vitamin B12,UG_P_100G,3.545033504
