"SAMPLE_NUMBER","LOGIN_DATE","PRODUCT","PRODUCT_GRADE","X_CLIENT_CODE","ANALYSIS","REPORTED_NAME","UNITS","ENTRY","DATE_STARTED","REPLICATE_COUNT","ORIGINAL_SAMPLE","TEXT_ID","REPORTABLE","DESCRIPTION","STATUS","CUSTOMER","PROJECT"
9441443,"03/01/2017 01:10:36 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.417957848,2017-01-03 21:00:00,1,9441443,"QC-IRM001A-9441443",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9442928,"04/01/2017 08:16:22 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.449097196,2017-01-04 09:00:00,1,9442928,"QC-IRM001A-9442928",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9442946,"04/01/2017 08:19:58 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.434057409,2017-01-04 09:00:00,1,9442946,"QC-IRM001A-9442946",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9442953,"04/01/2017 08:20:16 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.317118978,2017-01-04 09:00:00,1,9442953,"QC-IRM001A-9442953",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9443013,"04/01/2017 08:28:19 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.30994152,2017-01-04 16:00:00,1,9443013,"QC-IRM001A-9443013",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9443018,"04/01/2017 08:30:26 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.407195343,2017-01-04 16:00:00,1,9443018,"QC-IRM001A-9443018",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9443020,"04/01/2017 08:30:47 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.61327504,2017-01-04 16:00:00,1,9443020,"QC-IRM001A-9443020",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9443535,"04/01/2017 10:08:03 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.554815975,2017-01-04 17:00:00,1,9443535,"QC-IRM001A-9443535",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9443542,"04/01/2017 10:09:31 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.405674174,2017-01-04 17:00:00,1,9443542,"QC-IRM001A-9443542",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9443549,"04/01/2017 10:09:40 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.532138683,2017-01-04 17:00:00,1,9443549,"QC-IRM001A-9443549",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9446476,"05/01/2017 06:33:33 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.434119279,2017-01-05 07:00:00,1,9446476,"QC-IRM001A-9446476",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9446478,"05/01/2017 06:36:57 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.518427518,2017-01-05 07:00:00,1,9446478,"QC-IRM001A-9446478",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9446498,"05/01/2017 06:56:18 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.316173388,2017-01-05 07:00:00,1,9446498,"QC-IRM001A-9446498",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9446534,"05/01/2017 07:19:22 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.293365845,2017-01-05 07:00:00,1,9446534,"QC-IRM001A-9446534",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9446535,"05/01/2017 07:19:32 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.514051016,2017-01-05 07:00:00,1,9446535,"QC-IRM001A-9446535",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9446680,"05/01/2017 08:06:49 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.602996255,2017-01-05 16:00:00,1,9446680,"QC-IRM001A-9446680",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9447083,"05/01/2017 09:25:08 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.525277314,2017-01-05 16:00:00,1,9447083,"QC-IRM001A-9447083",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9447086,"05/01/2017 09:25:46 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.316324573,2017-01-05 16:00:00,1,9447086,"QC-IRM001A-9447086",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9447500,"05/01/2017 10:36:14 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.343823613,2017-01-05 16:00:00,1,9447500,"QC-IRM001A-9447500",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9450371,"06/01/2017 06:59:41 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.182461659,2017-01-06 08:00:00,1,9450371,"QC-IRM001A-9450371",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9450372,"06/01/2017 07:02:27 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.28420235,2017-01-06 08:00:00,1,9450372,"QC-IRM001A-9450372",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9450528,"06/01/2017 08:03:47 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.604500137,2017-01-06 10:00:00,1,9450528,"QC-IRM001A-9450528",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9450538,"06/01/2017 08:07:54 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.130570758,2017-01-06 10:00:00,1,9450538,"QC-IRM001A-9450538",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9450540,"06/01/2017 08:08:20 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.543808694,2017-01-06 10:00:00,1,9450540,"QC-IRM001A-9450540",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9451192,"06/01/2017 09:50:37 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.987982349,2017-01-06 18:00:00,1,9451192,"QC-IRM001A-9451192",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9451249,"06/01/2017 09:54:19 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.103155911,2017-01-06 18:00:00,1,9451249,"QC-IRM001A-9451249",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9451252,"06/01/2017 09:54:33 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",22.952496049,2017-01-06 18:00:00,1,9451252,"QC-IRM001A-9451252",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9454153,"07/01/2017 08:10:18 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.680348848,2017-01-07 09:00:00,1,9454153,"QC-IRM001A-9454153",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9454160,"07/01/2017 08:12:33 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.569315176,2017-01-07 09:00:00,1,9454160,"QC-IRM001A-9454160",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9454162,"07/01/2017 08:12:50 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.420278786,2017-01-07 09:00:00,1,9454162,"QC-IRM001A-9454162",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9455473,"08/01/2017 08:05:14 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.531186539,2017-01-08 09:00:00,1,9455473,"QC-IRM001A-9455473",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9455475,"08/01/2017 08:06:34 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.681061845,2017-01-08 09:00:00,1,9455475,"QC-IRM001A-9455475",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9455476,"08/01/2017 08:06:50 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.515583259,2017-01-08 09:00:00,1,9455476,"QC-IRM001A-9455476",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9456156,"09/01/2017 06:51:39 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.490113124,2017-01-09 14:00:00,1,9456156,"QC-IRM001A-9456156",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9456157,"09/01/2017 06:53:44 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.530876203,2017-01-09 14:00:00,1,9456157,"QC-IRM001A-9456157",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9456162,"09/01/2017 07:08:35 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.346533013,2017-01-09 08:00:00,1,9456162,"QC-IRM001A-9456162",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9456183,"09/01/2017 07:12:30 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.65680858,2017-01-09 08:00:00,1,9456183,"QC-IRM001A-9456183",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9456184,"09/01/2017 07:12:45 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.024070022,2017-01-09 08:00:00,1,9456184,"QC-IRM001A-9456184",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9456186,"09/01/2017 07:20:10 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.518072289,2017-01-09 14:00:00,1,9456186,"QC-IRM001A-9456186",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9456354,"09/01/2017 08:19:31 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.392298894,2017-01-09 15:00:00,1,9456354,"QC-IRM001A-9456354",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9460422,"10/01/2017 07:07:04 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.360369692,2017-01-10 08:00:00,1,9460422,"QC-IRM001A-9460422",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9460622,"10/01/2017 07:54:36 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.373583085,2017-01-10 08:00:00,1,9460622,"QC-IRM001A-9460622",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9460624,"10/01/2017 07:54:48 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.382582776,2017-01-10 08:00:00,1,9460624,"QC-IRM001A-9460624",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9460728,"10/01/2017 08:24:16 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.260367097,2017-01-10 16:00:00,1,9460728,"QC-IRM001A-9460728",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9460737,"10/01/2017 08:26:50 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.189026682,2017-01-10 16:00:00,1,9460737,"QC-IRM001A-9460737",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9460739,"10/01/2017 08:27:08 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.468007313,2017-01-10 16:00:00,1,9460739,"QC-IRM001A-9460739",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9461398,"10/01/2017 10:03:52 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.715320122,2017-01-10 17:00:00,1,9461398,"QC-IRM001A-9461398",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9461413,"10/01/2017 10:06:20 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.596554061,2017-01-10 17:00:00,1,9461413,"QC-IRM001A-9461413",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9461417,"10/01/2017 10:07:24 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.793834297,2017-01-10 17:00:00,1,9461417,"QC-IRM001A-9461417",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9462772,"10/01/2017 01:12:10 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.444913268,2017-01-10 20:00:00,1,9462772,"QC-IRM001A-9462772",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9462776,"10/01/2017 01:13:45 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.552263992,2017-01-10 20:00:00,1,9462776,"QC-IRM001A-9462776",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9462777,"10/01/2017 01:13:56 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.582314205,2017-01-10 20:00:00,1,9462777,"QC-IRM001A-9462777",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9464852,"11/01/2017 07:57:05 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.611583676,2017-01-11 09:00:00,1,9464852,"QC-IRM001A-9464852",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9464873,"11/01/2017 08:04:33 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.330569748,2017-01-11 09:00:00,1,9464873,"QC-IRM001A-9464873",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9464883,"11/01/2017 08:06:43 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.521573722,2017-01-11 09:00:00,1,9464883,"QC-IRM001A-9464883",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9464885,"11/01/2017 08:07:06 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.708107041,2017-01-11 09:00:00,1,9464885,"QC-IRM001A-9464885",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9465040,"11/01/2017 08:29:32 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.660780055,2017-01-11 09:00:00,1,9465040,"QC-IRM001A-9465040",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9465044,"11/01/2017 08:30:16 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.417709782,2017-01-11 09:00:00,1,9465044,"QC-IRM001A-9465044",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9467101,"11/01/2017 01:06:17 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.57793765,2017-01-11 21:00:00,1,9467101,"QC-IRM001A-9467101",TRUE,"In house standard reference material (batch analysis)","M",NA,NA
9467126,"11/01/2017 01:09:37 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.410226386,2017-01-11 21:00:00,1,9467126,"QC-IRM001A-9467126",TRUE,"In house standard reference material (batch analysis)","M",NA,NA
9467127,"11/01/2017 01:09:53 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.59042954,2017-01-11 21:00:00,1,9467127,"QC-IRM001A-9467127",TRUE,"In house standard reference material (batch analysis)","M",NA,NA
9469421,"12/01/2017 07:20:06 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.438476004,2017-01-12 08:00:00,1,9469421,"QC-IRM001A-9469421",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9469557,"12/01/2017 08:06:17 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.317392728,2017-01-12 08:00:00,1,9469557,"QC-IRM001A-9469557",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9469559,"12/01/2017 08:06:27 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.472440945,2017-01-12 08:00:00,1,9469559,"QC-IRM001A-9469559",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9469596,"12/01/2017 08:14:44 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",26.972671286,2017-01-12 09:00:00,1,9469596,"QC-IRM001A-9469596",TRUE,"In house standard reference material (batch analysis)","M",NA,NA
9469774,"12/01/2017 08:43:33 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",26.960509077,2017-01-12 09:00:00,1,9469774,"QC-IRM001A-9469774",TRUE,"In house standard reference material (batch analysis)","M",NA,NA
9469776,"12/01/2017 08:43:51 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.345461473,2017-01-12 09:00:00,1,9469776,"QC-IRM001A-9469776",TRUE,"In house standard reference material (batch analysis)","M",NA,NA
9470347,"12/01/2017 10:23:35 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.229723071,2017-01-12 18:00:00,1,9470347,"QC-IRM001A-9470347",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9470362,"12/01/2017 10:25:27 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.024722933,2017-01-12 18:00:00,1,9470362,"QC-IRM001A-9470362",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9470365,"12/01/2017 10:25:42 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.066653805,2017-01-12 18:00:00,1,9470365,"QC-IRM001A-9470365",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9471669,"12/01/2017 01:24:01 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.54651832,2017-01-12 21:00:00,1,9471669,"QC-IRM001A-9471669",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9471675,"12/01/2017 01:26:44 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.464998511,2017-01-12 21:00:00,1,9471675,"QC-IRM001A-9471675",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9471676,"12/01/2017 01:26:55 PM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.238285145,2017-01-12 21:00:00,1,9471676,"QC-IRM001A-9471676",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474253,"13/01/2017 06:56:37 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.425208436,2017-01-13 08:00:00,1,9474253,"QC-IRM001A-9474253",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474258,"13/01/2017 06:59:53 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.659998009,2017-01-13 08:00:00,1,9474258,"QC-IRM001A-9474258",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474259,"13/01/2017 07:00:18 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.499016135,2017-01-13 08:00:00,1,9474259,"QC-IRM001A-9474259",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474275,"13/01/2017 07:27:07 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.628635347,2017-01-13 08:00:00,1,9474275,"QC-IRM001A-9474275",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474283,"13/01/2017 07:29:57 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.628058104,2017-01-13 08:00:00,1,9474283,"QC-IRM001A-9474283",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474384,"13/01/2017 07:57:56 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.800282619,2017-01-13 09:00:00,1,9474384,"QC-IRM001A-9474384",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474760,"13/01/2017 09:40:04 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.839243499,2017-01-13 17:00:00,1,9474760,"QC-IRM001A-9474760",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474767,"13/01/2017 09:43:44 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.36214887,2017-01-13 17:00:00,1,9474767,"QC-IRM001A-9474767",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9474769,"13/01/2017 09:44:09 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.436021246,2017-01-13 17:00:00,1,9474769,"QC-IRM001A-9474769",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9475072,"13/01/2017 10:20:36 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.483443709,2017-01-13 18:00:00,1,9475072,"QC-IRM001A-9475072",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9475086,"13/01/2017 10:22:15 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.366807206,2017-01-13 18:00:00,1,9475086,"QC-IRM001A-9475086",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9479192,"14/01/2017 08:27:03 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.412004266,2017-01-14 09:00:00,1,9479192,"QC-IRM001A-9479192",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9479196,"14/01/2017 08:30:50 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.45811393,2017-01-14 09:00:00,1,9479196,"QC-IRM001A-9479196",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9479201,"14/01/2017 08:33:26 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.227255568,2017-01-14 09:00:00,1,9479201,"QC-IRM001A-9479201",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9480460,"15/01/2017 08:01:42 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.492767599,2017-01-15 09:00:00,1,9480460,"QC-IRM001A-9480460",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9480468,"15/01/2017 08:03:40 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.575641517,2017-01-15 09:00:00,1,9480468,"QC-IRM001A-9480468",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9480469,"15/01/2017 08:03:57 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.539307418,2017-01-15 09:00:00,1,9480469,"QC-IRM001A-9480469",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9481605,"16/01/2017 08:02:04 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.323256948,2017-01-16 10:00:00,1,9481605,"QC-IRM001A-9481605",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9481610,"16/01/2017 08:04:35 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.504761905,2017-01-16 10:00:00,1,9481610,"QC-IRM001A-9481610",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9481611,"16/01/2017 08:05:03 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.202914246,2017-01-16 10:00:00,1,9481611,"QC-IRM001A-9481611",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9481684,"16/01/2017 08:22:52 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.378806565,2017-01-16 16:00:00,1,9481684,"QC-IRM001A-9481684",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9481863,"16/01/2017 09:03:31 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.650359287,2017-01-16 16:00:00,1,9481863,"QC-IRM001A-9481863",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9481866,"16/01/2017 09:03:48 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.2934733,2017-01-16 16:00:00,1,9481866,"QC-IRM001A-9481866",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9482248,"16/01/2017 10:08:12 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.762276786,2017-01-16 17:00:00,1,9482248,"QC-IRM001A-9482248",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
9482529,"16/01/2017 10:33:17 AM","QC","SRM",NA,"FATS011299","Fat","G_P_100G",27.338195919,2017-01-16 17:00:00,1,9482529,"QC-IRM001A-9482529",TRUE,"In house standard reference material (batch analysis)","E",NA,NA
